,QUAD1,QUAD2
2819,"(16, 20)","(16, 21)"
2820,"(16, 20)","(17, 21)"
2821,"(16, 21)","(15, 20)"
2822,"(16, 21)","(16, 20)"
2823,"(16, 21)","(17, 20)"
2824,"(16, 21)","(15, 21)"
2825,"(16, 21)","(17, 21)"
2826,"(17, 0)","(16, 0)"
2827,"(17, 0)","(18, 0)"
2828,"(17, 0)","(16, 1)"
2829,"(17, 0)","(17, 1)"
2830,"(17, 0)","(18, 1)"
2831,"(17, 1)","(16, 0)"
2832,"(17, 1)","(17, 0)"
2833,"(17, 1)","(18, 0)"
2834,"(17, 1)","(16, 1)"
2835,"(17, 1)","(18, 1)"
2836,"(17, 1)","(16, 2)"
2837,"(17, 1)","(17, 2)"
2838,"(17, 1)","(18, 2)"
2839,"(17, 2)","(16, 1)"
2840,"(17, 2)","(17, 1)"
2841,"(17, 2)","(18, 1)"
2842,"(17, 2)","(16, 2)"
2843,"(17, 2)","(18, 2)"
2844,"(17, 2)","(16, 3)"
2845,"(17, 2)","(17, 3)"
2846,"(17, 2)","(18, 3)"
2847,"(17, 3)","(16, 2)"
2848,"(17, 3)","(17, 2)"
2849,"(17, 3)","(18, 2)"
2850,"(17, 3)","(16, 3)"
2851,"(17, 3)","(18, 3)"
2852,"(17, 3)","(16, 4)"
2853,"(17, 3)","(17, 4)"
2854,"(17, 3)","(18, 4)"
2855,"(17, 4)","(16, 3)"
2856,"(17, 4)","(17, 3)"
2857,"(17, 4)","(18, 3)"
2858,"(17, 4)","(16, 4)"
2859,"(17, 4)","(18, 4)"
2860,"(17, 4)","(16, 5)"
2861,"(17, 4)","(17, 5)"
2862,"(17, 4)","(18, 5)"
2863,"(17, 5)","(16, 4)"
2864,"(17, 5)","(17, 4)"
2865,"(17, 5)","(18, 4)"
2866,"(17, 5)","(16, 5)"
2867,"(17, 5)","(18, 5)"
2868,"(17, 5)","(16, 6)"
2869,"(17, 5)","(17, 6)"
2870,"(17, 5)","(18, 6)"
2871,"(17, 6)","(16, 5)"
2872,"(17, 6)","(17, 5)"
2873,"(17, 6)","(18, 5)"
2874,"(17, 6)","(16, 6)"
2875,"(17, 6)","(18, 6)"
2876,"(17, 6)","(16, 7)"
2877,"(17, 6)","(17, 7)"
2878,"(17, 6)","(18, 7)"
2879,"(17, 7)","(16, 6)"
2880,"(17, 7)","(17, 6)"
2881,"(17, 7)","(18, 6)"
2882,"(17, 7)","(16, 7)"
2883,"(17, 7)","(18, 7)"
2884,"(17, 7)","(16, 8)"
2885,"(17, 7)","(17, 8)"
2886,"(17, 7)","(18, 8)"
2887,"(17, 8)","(16, 7)"
2888,"(17, 8)","(17, 7)"
2889,"(17, 8)","(18, 7)"
2890,"(17, 8)","(16, 8)"
2891,"(17, 8)","(18, 8)"
2892,"(17, 8)","(16, 9)"
2893,"(17, 8)","(17, 9)"
2894,"(17, 8)","(18, 9)"
2895,"(17, 9)","(16, 8)"
2896,"(17, 9)","(17, 8)"
2897,"(17, 9)","(18, 8)"
2898,"(17, 9)","(16, 9)"
2899,"(17, 9)","(18, 9)"
2900,"(17, 9)","(16, 10)"
2901,"(17, 9)","(17, 10)"
2902,"(17, 9)","(18, 10)"
2903,"(17, 10)","(16, 9)"
2904,"(17, 10)","(17, 9)"
2905,"(17, 10)","(18, 9)"
2906,"(17, 10)","(16, 10)"
2907,"(17, 10)","(18, 10)"
2908,"(17, 10)","(16, 11)"
2909,"(17, 10)","(17, 11)"
2910,"(17, 10)","(18, 11)"
2911,"(17, 11)","(16, 10)"
2912,"(17, 11)","(17, 10)"
2913,"(17, 11)","(18, 10)"
2914,"(17, 11)","(16, 11)"
2915,"(17, 11)","(18, 11)"
2916,"(17, 11)","(16, 12)"
2917,"(17, 11)","(17, 12)"
2918,"(17, 11)","(18, 12)"
2919,"(17, 12)","(16, 11)"
2920,"(17, 12)","(17, 11)"
2921,"(17, 12)","(18, 11)"
2922,"(17, 12)","(16, 12)"
2923,"(17, 12)","(18, 12)"
2924,"(17, 12)","(16, 13)"
2925,"(17, 12)","(17, 13)"
2926,"(17, 12)","(18, 13)"
2927,"(17, 13)","(16, 12)"
2928,"(17, 13)","(17, 12)"
2929,"(17, 13)","(18, 12)"
2930,"(17, 13)","(16, 13)"
2931,"(17, 13)","(18, 13)"
2932,"(17, 13)","(16, 14)"
2933,"(17, 13)","(17, 14)"
2934,"(17, 13)","(18, 14)"
2935,"(17, 14)","(16, 13)"
2936,"(17, 14)","(17, 13)"
2937,"(17, 14)","(18, 13)"
2938,"(17, 14)","(16, 14)"
2939,"(17, 14)","(18, 14)"
2940,"(17, 14)","(16, 15)"
2941,"(17, 14)","(17, 15)"
2942,"(17, 14)","(18, 15)"
2943,"(17, 15)","(16, 14)"
2944,"(17, 15)","(17, 14)"
2945,"(17, 15)","(18, 14)"
2946,"(17, 15)","(16, 15)"
2947,"(17, 15)","(18, 15)"
2948,"(17, 15)","(16, 16)"
2949,"(17, 15)","(17, 16)"
2950,"(17, 15)","(18, 16)"
2951,"(17, 16)","(16, 15)"
2952,"(17, 16)","(17, 15)"
2953,"(17, 16)","(18, 15)"
2954,"(17, 16)","(16, 16)"
2955,"(17, 16)","(18, 16)"
2956,"(17, 16)","(16, 17)"
2957,"(17, 16)","(17, 17)"
2958,"(17, 16)","(18, 17)"
2959,"(17, 17)","(16, 16)"
2960,"(17, 17)","(17, 16)"
2961,"(17, 17)","(18, 16)"
2962,"(17, 17)","(16, 17)"
2963,"(17, 17)","(18, 17)"
2964,"(17, 17)","(16, 18)"
2965,"(17, 17)","(17, 18)"
2966,"(17, 17)","(18, 18)"
2967,"(17, 18)","(16, 17)"
2968,"(17, 18)","(17, 17)"
2969,"(17, 18)","(18, 17)"
2970,"(17, 18)","(16, 18)"
2971,"(17, 18)","(18, 18)"
2972,"(17, 18)","(16, 19)"
2973,"(17, 18)","(17, 19)"
2974,"(17, 18)","(18, 19)"
2975,"(17, 19)","(16, 18)"
2976,"(17, 19)","(17, 18)"
2977,"(17, 19)","(18, 18)"
2978,"(17, 19)","(16, 19)"
2979,"(17, 19)","(18, 19)"
2980,"(17, 19)","(16, 20)"
2981,"(17, 19)","(17, 20)"
2982,"(17, 19)","(18, 20)"
2983,"(17, 20)","(16, 19)"
2984,"(17, 20)","(17, 19)"
2985,"(17, 20)","(18, 19)"
2986,"(17, 20)","(16, 20)"
2987,"(17, 20)","(18, 20)"
2988,"(17, 20)","(16, 21)"
2989,"(17, 20)","(17, 21)"
2990,"(17, 20)","(18, 21)"
2991,"(17, 21)","(16, 20)"
2992,"(17, 21)","(17, 20)"
2993,"(17, 21)","(18, 20)"
2994,"(17, 21)","(16, 21)"
2995,"(17, 21)","(18, 21)"
2996,"(18, 0)","(17, 0)"
2997,"(18, 0)","(19, 0)"
2998,"(18, 0)","(17, 1)"
2999,"(18, 0)","(18, 1)"
3000,"(18, 0)","(19, 1)"
3001,"(18, 1)","(17, 0)"
3002,"(18, 1)","(18, 0)"
3003,"(18, 1)","(19, 0)"
3004,"(18, 1)","(17, 1)"
3005,"(18, 1)","(19, 1)"
3006,"(18, 1)","(17, 2)"
3007,"(18, 1)","(18, 2)"
3008,"(18, 1)","(19, 2)"
3009,"(18, 2)","(17, 1)"
3010,"(18, 2)","(18, 1)"
3011,"(18, 2)","(19, 1)"
3012,"(18, 2)","(17, 2)"
3013,"(18, 2)","(19, 2)"
3014,"(18, 2)","(17, 3)"
3015,"(18, 2)","(18, 3)"
3016,"(18, 2)","(19, 3)"
3017,"(18, 3)","(17, 2)"
3018,"(18, 3)","(18, 2)"
3019,"(18, 3)","(19, 2)"
3020,"(18, 3)","(17, 3)"
3021,"(18, 3)","(19, 3)"
3022,"(18, 3)","(17, 4)"
3023,"(18, 3)","(18, 4)"
3024,"(18, 3)","(19, 4)"
3025,"(18, 4)","(17, 3)"
3026,"(18, 4)","(18, 3)"
3027,"(18, 4)","(19, 3)"
3028,"(18, 4)","(17, 4)"
3029,"(18, 4)","(19, 4)"
3030,"(18, 4)","(17, 5)"
3031,"(18, 4)","(18, 5)"
3032,"(18, 4)","(19, 5)"
3033,"(18, 5)","(17, 4)"
3034,"(18, 5)","(18, 4)"
3035,"(18, 5)","(19, 4)"
3036,"(18, 5)","(17, 5)"
3037,"(18, 5)","(19, 5)"
3038,"(18, 5)","(17, 6)"
3039,"(18, 5)","(18, 6)"
3040,"(18, 5)","(19, 6)"
3041,"(18, 6)","(17, 5)"
3042,"(18, 6)","(18, 5)"
3043,"(18, 6)","(19, 5)"
3044,"(18, 6)","(17, 6)"
3045,"(18, 6)","(19, 6)"
3046,"(18, 6)","(17, 7)"
3047,"(18, 6)","(18, 7)"
3048,"(18, 6)","(19, 7)"
3049,"(18, 7)","(17, 6)"
3050,"(18, 7)","(18, 6)"
3051,"(18, 7)","(19, 6)"
3052,"(18, 7)","(17, 7)"
3053,"(18, 7)","(19, 7)"
3054,"(18, 7)","(17, 8)"
3055,"(18, 7)","(18, 8)"
3056,"(18, 7)","(19, 8)"
3057,"(18, 8)","(17, 7)"
3058,"(18, 8)","(18, 7)"
3059,"(18, 8)","(19, 7)"
3060,"(18, 8)","(17, 8)"
3061,"(18, 8)","(19, 8)"
3062,"(18, 8)","(17, 9)"
3063,"(18, 8)","(18, 9)"
3064,"(18, 8)","(19, 9)"
3065,"(18, 9)","(17, 8)"
3066,"(18, 9)","(18, 8)"
3067,"(18, 9)","(19, 8)"
3068,"(18, 9)","(17, 9)"
3069,"(18, 9)","(19, 9)"
3070,"(18, 9)","(17, 10)"
3071,"(18, 9)","(18, 10)"
3072,"(18, 9)","(19, 10)"
3073,"(18, 10)","(17, 9)"
3074,"(18, 10)","(18, 9)"
3075,"(18, 10)","(19, 9)"
3076,"(18, 10)","(17, 10)"
3077,"(18, 10)","(19, 10)"
3078,"(18, 10)","(17, 11)"
3079,"(18, 10)","(18, 11)"
3080,"(18, 10)","(19, 11)"
3081,"(18, 11)","(17, 10)"
3082,"(18, 11)","(18, 10)"
3083,"(18, 11)","(19, 10)"
3084,"(18, 11)","(17, 11)"
3085,"(18, 11)","(19, 11)"
3086,"(18, 11)","(17, 12)"
3087,"(18, 11)","(18, 12)"
3088,"(18, 11)","(19, 12)"
3089,"(18, 12)","(17, 11)"
3090,"(18, 12)","(18, 11)"
3091,"(18, 12)","(19, 11)"
3092,"(18, 12)","(17, 12)"
3093,"(18, 12)","(19, 12)"
3094,"(18, 12)","(17, 13)"
3095,"(18, 12)","(18, 13)"
3096,"(18, 12)","(19, 13)"
3097,"(18, 13)","(17, 12)"
3098,"(18, 13)","(18, 12)"
3099,"(18, 13)","(19, 12)"
3100,"(18, 13)","(17, 13)"
3101,"(18, 13)","(19, 13)"
3102,"(18, 13)","(17, 14)"
3103,"(18, 13)","(18, 14)"
3104,"(18, 13)","(19, 14)"
3105,"(18, 14)","(17, 13)"
3106,"(18, 14)","(18, 13)"
3107,"(18, 14)","(19, 13)"
3108,"(18, 14)","(17, 14)"
3109,"(18, 14)","(19, 14)"
3110,"(18, 14)","(17, 15)"
3111,"(18, 14)","(18, 15)"
3112,"(18, 14)","(19, 15)"
3113,"(18, 15)","(17, 14)"
3114,"(18, 15)","(18, 14)"
3115,"(18, 15)","(19, 14)"
3116,"(18, 15)","(17, 15)"
3117,"(18, 15)","(19, 15)"
3118,"(18, 15)","(17, 16)"
3119,"(18, 15)","(18, 16)"
3120,"(18, 15)","(19, 16)"
3121,"(18, 16)","(17, 15)"
3122,"(18, 16)","(18, 15)"
3123,"(18, 16)","(19, 15)"
3124,"(18, 16)","(17, 16)"
3125,"(18, 16)","(19, 16)"
3126,"(18, 16)","(17, 17)"
3127,"(18, 16)","(18, 17)"
3128,"(18, 16)","(19, 17)"
3129,"(18, 17)","(17, 16)"
3130,"(18, 17)","(18, 16)"
3131,"(18, 17)","(19, 16)"
3132,"(18, 17)","(17, 17)"
3133,"(18, 17)","(19, 17)"
3134,"(18, 17)","(17, 18)"
3135,"(18, 17)","(18, 18)"
3136,"(18, 17)","(19, 18)"
3137,"(18, 18)","(17, 17)"
3138,"(18, 18)","(18, 17)"
3139,"(18, 18)","(19, 17)"
3140,"(18, 18)","(17, 18)"
3141,"(18, 18)","(19, 18)"
3142,"(18, 18)","(17, 19)"
3143,"(18, 18)","(18, 19)"
3144,"(18, 18)","(19, 19)"
3145,"(18, 19)","(17, 18)"
3146,"(18, 19)","(18, 18)"
3147,"(18, 19)","(19, 18)"
3148,"(18, 19)","(17, 19)"
3149,"(18, 19)","(19, 19)"
3150,"(18, 19)","(17, 20)"
3151,"(18, 19)","(18, 20)"
3152,"(18, 19)","(19, 20)"
3153,"(18, 20)","(17, 19)"
3154,"(18, 20)","(18, 19)"
3155,"(18, 20)","(19, 19)"
3156,"(18, 20)","(17, 20)"
3157,"(18, 20)","(19, 20)"
3158,"(18, 20)","(17, 21)"
3159,"(18, 20)","(18, 21)"
3160,"(18, 20)","(19, 21)"
3161,"(18, 21)","(17, 20)"
3162,"(18, 21)","(18, 20)"
3163,"(18, 21)","(19, 20)"
3164,"(18, 21)","(17, 21)"
3165,"(18, 21)","(19, 21)"
3166,"(19, 0)","(18, 0)"
3167,"(19, 0)","(20, 0)"
3168,"(19, 0)","(18, 1)"
3169,"(19, 0)","(19, 1)"
3170,"(19, 0)","(20, 1)"
3171,"(19, 1)","(18, 0)"
3172,"(19, 1)","(19, 0)"
3173,"(19, 1)","(20, 0)"
3174,"(19, 1)","(18, 1)"
3175,"(19, 1)","(20, 1)"
3176,"(19, 1)","(18, 2)"
3177,"(19, 1)","(19, 2)"
3178,"(19, 1)","(20, 2)"
3179,"(19, 2)","(18, 1)"
3180,"(19, 2)","(19, 1)"
3181,"(19, 2)","(20, 1)"
3182,"(19, 2)","(18, 2)"
3183,"(19, 2)","(20, 2)"
3184,"(19, 2)","(18, 3)"
3185,"(19, 2)","(19, 3)"
3186,"(19, 2)","(20, 3)"
3187,"(19, 3)","(18, 2)"
3188,"(19, 3)","(19, 2)"
3189,"(19, 3)","(20, 2)"
3190,"(19, 3)","(18, 3)"
3191,"(19, 3)","(20, 3)"
3192,"(19, 3)","(18, 4)"
3193,"(19, 3)","(19, 4)"
3194,"(19, 3)","(20, 4)"
3195,"(19, 4)","(18, 3)"
3196,"(19, 4)","(19, 3)"
3197,"(19, 4)","(20, 3)"
3198,"(19, 4)","(18, 4)"
3199,"(19, 4)","(20, 4)"
3200,"(19, 4)","(18, 5)"
3201,"(19, 4)","(19, 5)"
3202,"(19, 4)","(20, 5)"
3203,"(19, 5)","(18, 4)"
3204,"(19, 5)","(19, 4)"
3205,"(19, 5)","(20, 4)"
3206,"(19, 5)","(18, 5)"
3207,"(19, 5)","(20, 5)"
3208,"(19, 5)","(18, 6)"
3209,"(19, 5)","(19, 6)"
3210,"(19, 5)","(20, 6)"
3211,"(19, 6)","(18, 5)"
3212,"(19, 6)","(19, 5)"
3213,"(19, 6)","(20, 5)"
3214,"(19, 6)","(18, 6)"
3215,"(19, 6)","(20, 6)"
3216,"(19, 6)","(18, 7)"
3217,"(19, 6)","(19, 7)"
3218,"(19, 6)","(20, 7)"
3219,"(19, 7)","(18, 6)"
3220,"(19, 7)","(19, 6)"
3221,"(19, 7)","(20, 6)"
3222,"(19, 7)","(18, 7)"
3223,"(19, 7)","(20, 7)"
3224,"(19, 7)","(18, 8)"
3225,"(19, 7)","(19, 8)"
3226,"(19, 7)","(20, 8)"
3227,"(19, 8)","(18, 7)"
3228,"(19, 8)","(19, 7)"
3229,"(19, 8)","(20, 7)"
3230,"(19, 8)","(18, 8)"
3231,"(19, 8)","(20, 8)"
3232,"(19, 8)","(18, 9)"
3233,"(19, 8)","(19, 9)"
3234,"(19, 8)","(20, 9)"
3235,"(19, 9)","(18, 8)"
3236,"(19, 9)","(19, 8)"
3237,"(19, 9)","(20, 8)"
3238,"(19, 9)","(18, 9)"
3239,"(19, 9)","(20, 9)"
3240,"(19, 9)","(18, 10)"
3241,"(19, 9)","(19, 10)"
3242,"(19, 9)","(20, 10)"
3243,"(19, 10)","(18, 9)"
3244,"(19, 10)","(19, 9)"
3245,"(19, 10)","(20, 9)"
3246,"(19, 10)","(18, 10)"
3247,"(19, 10)","(20, 10)"
3248,"(19, 10)","(18, 11)"
3249,"(19, 10)","(19, 11)"
3250,"(19, 10)","(20, 11)"
3251,"(19, 11)","(18, 10)"
3252,"(19, 11)","(19, 10)"
3253,"(19, 11)","(20, 10)"
3254,"(19, 11)","(18, 11)"
3255,"(19, 11)","(20, 11)"
3256,"(19, 11)","(18, 12)"
3257,"(19, 11)","(19, 12)"
3258,"(19, 11)","(20, 12)"
3259,"(19, 12)","(18, 11)"
3260,"(19, 12)","(19, 11)"
3261,"(19, 12)","(20, 11)"
3262,"(19, 12)","(18, 12)"
3263,"(19, 12)","(20, 12)"
3264,"(19, 12)","(18, 13)"
3265,"(19, 12)","(19, 13)"
3266,"(19, 12)","(20, 13)"
3267,"(19, 13)","(18, 12)"
3268,"(19, 13)","(19, 12)"
3269,"(19, 13)","(20, 12)"
3270,"(19, 13)","(18, 13)"
3271,"(19, 13)","(20, 13)"
3272,"(19, 13)","(18, 14)"
3273,"(19, 13)","(19, 14)"
3274,"(19, 13)","(20, 14)"
3275,"(19, 14)","(18, 13)"
3276,"(19, 14)","(19, 13)"
3277,"(19, 14)","(20, 13)"
3278,"(19, 14)","(18, 14)"
3279,"(19, 14)","(20, 14)"
3280,"(19, 14)","(18, 15)"
3281,"(19, 14)","(19, 15)"
3282,"(19, 14)","(20, 15)"
3283,"(19, 15)","(18, 14)"
3284,"(19, 15)","(19, 14)"
3285,"(19, 15)","(20, 14)"
3286,"(19, 15)","(18, 15)"
3287,"(19, 15)","(20, 15)"
3288,"(19, 15)","(18, 16)"
3289,"(19, 15)","(19, 16)"
3290,"(19, 15)","(20, 16)"
3291,"(19, 16)","(18, 15)"
3292,"(19, 16)","(19, 15)"
3293,"(19, 16)","(20, 15)"
3294,"(19, 16)","(18, 16)"
3295,"(19, 16)","(20, 16)"
3296,"(19, 16)","(18, 17)"
3297,"(19, 16)","(19, 17)"
3298,"(19, 16)","(20, 17)"
3299,"(19, 17)","(18, 16)"
3300,"(19, 17)","(19, 16)"
3301,"(19, 17)","(20, 16)"
3302,"(19, 17)","(18, 17)"
3303,"(19, 17)","(20, 17)"
3304,"(19, 17)","(18, 18)"
3305,"(19, 17)","(19, 18)"
3306,"(19, 17)","(20, 18)"
3307,"(19, 18)","(18, 17)"
3308,"(19, 18)","(19, 17)"
3309,"(19, 18)","(20, 17)"
3310,"(19, 18)","(18, 18)"
3311,"(19, 18)","(20, 18)"
3312,"(19, 18)","(18, 19)"
3313,"(19, 18)","(19, 19)"
3314,"(19, 18)","(20, 19)"
3315,"(19, 19)","(18, 18)"
3316,"(19, 19)","(19, 18)"
3317,"(19, 19)","(20, 18)"
3318,"(19, 19)","(18, 19)"
3319,"(19, 19)","(20, 19)"
3320,"(19, 19)","(18, 20)"
3321,"(19, 19)","(19, 20)"
3322,"(19, 19)","(20, 20)"
3323,"(19, 20)","(18, 19)"
3324,"(19, 20)","(19, 19)"
3325,"(19, 20)","(20, 19)"
3326,"(19, 20)","(18, 20)"
3327,"(19, 20)","(20, 20)"
3328,"(19, 20)","(18, 21)"
3329,"(19, 20)","(19, 21)"
3330,"(19, 20)","(20, 21)"
3331,"(19, 21)","(18, 20)"
3332,"(19, 21)","(19, 20)"
3333,"(19, 21)","(20, 20)"
3334,"(19, 21)","(18, 21)"
3335,"(19, 21)","(20, 21)"
3336,"(20, 0)","(19, 0)"
3337,"(20, 0)","(21, 0)"
3338,"(20, 0)","(19, 1)"
3339,"(20, 0)","(20, 1)"
3340,"(20, 0)","(21, 1)"
3341,"(20, 1)","(19, 0)"
3342,"(20, 1)","(20, 0)"
3343,"(20, 1)","(21, 0)"
3344,"(20, 1)","(19, 1)"
3345,"(20, 1)","(21, 1)"
3346,"(20, 1)","(19, 2)"
3347,"(20, 1)","(20, 2)"
3348,"(20, 1)","(21, 2)"
3349,"(20, 2)","(19, 1)"
3350,"(20, 2)","(20, 1)"
3351,"(20, 2)","(21, 1)"
3352,"(20, 2)","(19, 2)"
3353,"(20, 2)","(21, 2)"
3354,"(20, 2)","(19, 3)"
3355,"(20, 2)","(20, 3)"
3356,"(20, 2)","(21, 3)"
3357,"(20, 3)","(19, 2)"
3358,"(20, 3)","(20, 2)"
3359,"(20, 3)","(21, 2)"
3360,"(20, 3)","(19, 3)"
3361,"(20, 3)","(21, 3)"
3362,"(20, 3)","(19, 4)"
3363,"(20, 3)","(20, 4)"
3364,"(20, 3)","(21, 4)"
3365,"(20, 4)","(19, 3)"
3366,"(20, 4)","(20, 3)"
3367,"(20, 4)","(21, 3)"
3368,"(20, 4)","(19, 4)"
3369,"(20, 4)","(21, 4)"
3370,"(20, 4)","(19, 5)"
3371,"(20, 4)","(20, 5)"
3372,"(20, 4)","(21, 5)"
3373,"(20, 5)","(19, 4)"
3374,"(20, 5)","(20, 4)"
3375,"(20, 5)","(21, 4)"
3376,"(20, 5)","(19, 5)"
3377,"(20, 5)","(21, 5)"
3378,"(20, 5)","(19, 6)"
3379,"(20, 5)","(20, 6)"
3380,"(20, 5)","(21, 6)"
3381,"(20, 6)","(19, 5)"
3382,"(20, 6)","(20, 5)"
3383,"(20, 6)","(21, 5)"
3384,"(20, 6)","(19, 6)"
3385,"(20, 6)","(21, 6)"
3386,"(20, 6)","(19, 7)"
3387,"(20, 6)","(20, 7)"
3388,"(20, 6)","(21, 7)"
3389,"(20, 7)","(19, 6)"
3390,"(20, 7)","(20, 6)"
3391,"(20, 7)","(21, 6)"
3392,"(20, 7)","(19, 7)"
3393,"(20, 7)","(21, 7)"
3394,"(20, 7)","(19, 8)"
3395,"(20, 7)","(20, 8)"
3396,"(20, 7)","(21, 8)"
3397,"(20, 8)","(19, 7)"
3398,"(20, 8)","(20, 7)"
3399,"(20, 8)","(21, 7)"
3400,"(20, 8)","(19, 8)"
3401,"(20, 8)","(21, 8)"
3402,"(20, 8)","(19, 9)"
3403,"(20, 8)","(20, 9)"
3404,"(20, 8)","(21, 9)"
3405,"(20, 9)","(19, 8)"
3406,"(20, 9)","(20, 8)"
3407,"(20, 9)","(21, 8)"
3408,"(20, 9)","(19, 9)"
3409,"(20, 9)","(21, 9)"
3410,"(20, 9)","(19, 10)"
3411,"(20, 9)","(20, 10)"
3412,"(20, 9)","(21, 10)"
3413,"(20, 10)","(19, 9)"
3414,"(20, 10)","(20, 9)"
3415,"(20, 10)","(21, 9)"
3416,"(20, 10)","(19, 10)"
3417,"(20, 10)","(21, 10)"
3418,"(20, 10)","(19, 11)"
3419,"(20, 10)","(20, 11)"
3420,"(20, 10)","(21, 11)"
3421,"(20, 11)","(19, 10)"
3422,"(20, 11)","(20, 10)"
3423,"(20, 11)","(21, 10)"
3424,"(20, 11)","(19, 11)"
3425,"(20, 11)","(21, 11)"
3426,"(20, 11)","(19, 12)"
3427,"(20, 11)","(20, 12)"
3428,"(20, 11)","(21, 12)"
3429,"(20, 12)","(19, 11)"
3430,"(20, 12)","(20, 11)"
3431,"(20, 12)","(21, 11)"
3432,"(20, 12)","(19, 12)"
3433,"(20, 12)","(21, 12)"
3434,"(20, 12)","(19, 13)"
3435,"(20, 12)","(20, 13)"
3436,"(20, 12)","(21, 13)"
3437,"(20, 13)","(19, 12)"
3438,"(20, 13)","(20, 12)"
3439,"(20, 13)","(21, 12)"
3440,"(20, 13)","(19, 13)"
3441,"(20, 13)","(21, 13)"
3442,"(20, 13)","(19, 14)"
3443,"(20, 13)","(20, 14)"
3444,"(20, 13)","(21, 14)"
3445,"(20, 14)","(19, 13)"
3446,"(20, 14)","(20, 13)"
3447,"(20, 14)","(21, 13)"
3448,"(20, 14)","(19, 14)"
3449,"(20, 14)","(21, 14)"
3450,"(20, 14)","(19, 15)"
3451,"(20, 14)","(20, 15)"
3452,"(20, 14)","(21, 15)"
3453,"(20, 15)","(19, 14)"
3454,"(20, 15)","(20, 14)"
3455,"(20, 15)","(21, 14)"
3456,"(20, 15)","(19, 15)"
3457,"(20, 15)","(21, 15)"
3458,"(20, 15)","(19, 16)"
3459,"(20, 15)","(20, 16)"
3460,"(20, 15)","(21, 16)"
3461,"(20, 16)","(19, 15)"
3462,"(20, 16)","(20, 15)"
3463,"(20, 16)","(21, 15)"
3464,"(20, 16)","(19, 16)"
3465,"(20, 16)","(21, 16)"
3466,"(20, 16)","(19, 17)"
3467,"(20, 16)","(20, 17)"
3468,"(20, 16)","(21, 17)"
3469,"(20, 17)","(19, 16)"
3470,"(20, 17)","(20, 16)"
3471,"(20, 17)","(21, 16)"
3472,"(20, 17)","(19, 17)"
3473,"(20, 17)","(21, 17)"
3474,"(20, 17)","(19, 18)"
3475,"(20, 17)","(20, 18)"
3476,"(20, 17)","(21, 18)"
3477,"(20, 18)","(19, 17)"
3478,"(20, 18)","(20, 17)"
3479,"(20, 18)","(21, 17)"
3480,"(20, 18)","(19, 18)"
3481,"(20, 18)","(21, 18)"
3482,"(20, 18)","(19, 19)"
3483,"(20, 18)","(20, 19)"
3484,"(20, 18)","(21, 19)"
3485,"(20, 19)","(19, 18)"
3486,"(20, 19)","(20, 18)"
3487,"(20, 19)","(21, 18)"
3488,"(20, 19)","(19, 19)"
3489,"(20, 19)","(21, 19)"
3490,"(20, 19)","(19, 20)"
3491,"(20, 19)","(20, 20)"
3492,"(20, 19)","(21, 20)"
3493,"(20, 20)","(19, 19)"
3494,"(20, 20)","(20, 19)"
3495,"(20, 20)","(21, 19)"
3496,"(20, 20)","(19, 20)"
3497,"(20, 20)","(21, 20)"
3498,"(20, 20)","(19, 21)"
3499,"(20, 20)","(20, 21)"
3500,"(20, 20)","(21, 21)"
3501,"(20, 21)","(19, 20)"
3502,"(20, 21)","(20, 20)"
3503,"(20, 21)","(21, 20)"
3504,"(20, 21)","(19, 21)"
3505,"(20, 21)","(21, 21)"
3506,"(21, 0)","(20, 0)"
3507,"(21, 0)","(22, 0)"
3508,"(21, 0)","(20, 1)"
3509,"(21, 0)","(21, 1)"
3510,"(21, 0)","(22, 1)"
3511,"(21, 1)","(20, 0)"
3512,"(21, 1)","(21, 0)"
3513,"(21, 1)","(22, 0)"
3514,"(21, 1)","(20, 1)"
3515,"(21, 1)","(22, 1)"
3516,"(21, 1)","(20, 2)"
3517,"(21, 1)","(21, 2)"
3518,"(21, 1)","(22, 2)"
3519,"(21, 2)","(20, 1)"
3520,"(21, 2)","(21, 1)"
3521,"(21, 2)","(22, 1)"
3522,"(21, 2)","(20, 2)"
3523,"(21, 2)","(22, 2)"
3524,"(21, 2)","(20, 3)"
3525,"(21, 2)","(21, 3)"
3526,"(21, 2)","(22, 3)"
3527,"(21, 3)","(20, 2)"
3528,"(21, 3)","(21, 2)"
3529,"(21, 3)","(22, 2)"
3530,"(21, 3)","(20, 3)"
3531,"(21, 3)","(22, 3)"
3532,"(21, 3)","(20, 4)"
3533,"(21, 3)","(21, 4)"
3534,"(21, 3)","(22, 4)"
3535,"(21, 4)","(20, 3)"
3536,"(21, 4)","(21, 3)"
3537,"(21, 4)","(22, 3)"
3538,"(21, 4)","(20, 4)"
3539,"(21, 4)","(22, 4)"
3540,"(21, 4)","(20, 5)"
3541,"(21, 4)","(21, 5)"
3542,"(21, 4)","(22, 5)"
3543,"(21, 5)","(20, 4)"
3544,"(21, 5)","(21, 4)"
3545,"(21, 5)","(22, 4)"
3546,"(21, 5)","(20, 5)"
3547,"(21, 5)","(22, 5)"
3548,"(21, 5)","(20, 6)"
3549,"(21, 5)","(21, 6)"
3550,"(21, 5)","(22, 6)"
3551,"(21, 6)","(20, 5)"
3552,"(21, 6)","(21, 5)"
3553,"(21, 6)","(22, 5)"
3554,"(21, 6)","(20, 6)"
